f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,label,subset,r,r_diff,closest_centroid,x_pca,y_pca,x_mds,y_mds
0.9522200930826936,-0.9522200930826936,1.159281294498545,-0.6298929210964357,-0.638025593166896,1.7023891735208398,-0.7672329979906973,-0.7711853020818277,-0.7908109538701709,1.883706173830458,-0.5163879679222324,-0.4762175230698933,-1.6690994176260168,-0.21091222762407974,0.6713953437247725,-1.035180023096801,0.6242834739404337,2.114079072829413,0.0,training,0.0028333333333333335,,0,-0.6668524347334102,-1.5146193104124945,,
0.9522200930826936,-0.9522200930826936,-0.8626034119113348,1.5875714212834688,-0.638025593166896,-0.5874097506911936,-0.7672329979906973,1.2967052111872848,1.2645247199789065,-0.5308683561647454,-0.5163879679222324,-0.4762175230698933,1.4218777638347593,-0.13721762693757988,-0.1272585812825697,-1.7369789076657407,0.21571920842852035,1.5127686768167392,0.0,training,0.009833333333333333,,0,-1.0258427460585489,-1.501210818564017,,
0.9522200930826936,-0.9522200930826936,1.159281294498545,-0.6298929210964357,-0.638025593166896,-0.5874097506911936,1.3033850246542218,-0.7711853020818277,1.2645247199789065,-0.5308683561647454,-0.5163879679222324,-0.4762175230698933,1.1569368625666927,0.12071347546516975,0.5649081537237935,-1.035180023096801,0.6242834739404337,-0.2911625112212834,0.0,training,0.02,,0,-0.5087521726438308,-1.5856842374297464,,
0.9522200930826936,-0.9522200930826936,1.159281294498545,-0.6298929210964357,-0.638025593166896,-0.5874097506911936,-0.7672329979906973,1.2967052111872848,-0.7908109538701709,1.883706173830458,-0.5163879679222324,-0.4762175230698933,-1.227531248845906,-0.6530798317430792,-0.2869893662840381,0.0876981922135034,-0.3971271898393497,0.00949268678505365,0.0,training,0.013166666666666667,,0,-0.425899225118439,-1.6429879554317688,,
-1.0501773773355545,1.050177377335554,-0.8626034119113348,1.5875714212834688,-0.638025593166896,-0.5874097506911936,1.3033850246542218,-0.7711853020818277,-0.7908109538701709,-0.5308683561647454,1.9365284672014251,-0.4762175230698933,1.4218777638347593,0.04701887477866985,1.6297800537335831,0.0876981922135034,-1.4185378536191329,-1.7944385012529689,1.0,training,0.0021666666666666666,,1,2.4784551765251974,2.137505556399979,,
-1.0501773773355545,1.050177377335554,-0.8626034119113348,1.5875714212834688,-0.638025593166896,-0.5874097506911936,1.3033850246542218,-0.7711853020818277,1.2645247199789065,-0.5308683561647454,-0.5163879679222324,-0.4762175230698933,-1.3158448826019282,-1.0215528351755785,-0.9791561012904014,0.017518303756609396,-0.3971271898393497,0.9114582808040648,0.0,training,0.013666666666666667,,0,-1.4041012305348453,1.455622818735392,,
0.9522200930826936,-0.9522200930826936,-0.8626034119113348,1.5875714212834688,-0.638025593166896,1.7023891735208398,-0.7672329979906973,-0.7711853020818277,1.2645247199789065,-0.5308683561647454,-0.5163879679222324,-0.4762175230698933,0.8919959612986262,0.04701887477866985,1.2038312937296674,1.3509361844375956,-1.2142557208631763,-0.8924729072339576,1.0,training,0.005166666666666667,,1,2.4159120867481505,-0.8544462292787315,,
-1.0501773773355545,1.050177377335554,-0.8626034119113348,1.5875714212834688,-0.638025593166896,-0.5874097506911936,1.3033850246542218,-0.7711853020818277,-0.7908109538701709,1.883706173830458,-0.5163879679222324,-0.4762175230698933,-1.0509039813338616,0.7471175813004188,-0.2869893662840381,0.4385976344979734,0.011437075672563671,0.6108030827977278,0.0,training,0.0065,,0,0.0911796447310313,1.78562094196671,,
-1.0501773773355545,1.050177377335554,1.159281294498545,-0.6298929210964357,-0.638025593166896,-0.5874097506911936,1.3033850246542218,-0.7711853020818277,1.2645247199789065,-0.5308683561647454,-0.5163879679222324,-0.4762175230698933,-0.07945401001761772,-1.0952474358620783,-1.2453740762928491,0.0876981922135034,0.8285656066963903,0.9114582808040648,0.0,training,0.02666666666666667,,0,-2.5631987615789127,0.949638051232311,,
-1.0501773773355545,1.050177377335554,-0.8626034119113348,1.5875714212834688,-0.638025593166896,-0.5874097506911936,-0.7672329979906973,1.2967052111872848,1.2645247199789065,-0.5308683561647454,-0.5163879679222324,-0.4762175230698933,1.4218777638347593,-0.8741636338025788,-1.5115920512952965,-1.2457196884674826,0.8285656066963903,0.9114582808040648,0.0,training,0.008333333333333333,,0,-2.149231177631868,1.1659636451782418,,
